timestamp,open,high,low,close,volume,trade_count,vwap,symbol
2019-05-01 04:00:00+00:00,209.88,215.31,209.23,210.52,64827505,441450,212.670859,AAPL
2019-05-02 04:00:00+00:00,209.84,212.65,208.13,209.15,32000324,233410,210.155469,AAPL
2019-05-03 04:00:00+00:00,210.89,211.84,210.23,211.75,21092378,148449,211.161771,AAPL
2019-05-06 04:00:00+00:00,204.29,208.84,203.5,208.48,32444375,236173,207.309513,AAPL
2019-05-07 04:00:00+00:00,205.88,207.4175,200.825,202.86,38763698,294532,203.568951,AAPL
2019-05-08 04:00:00+00:00,201.9,205.34,201.75,202.9,26339674,202767,203.706568,AAPL
2019-05-09 04:00:00+00:00,200.4,201.68,196.66,200.72,34908953,290612,199.333099,AAPL
2019-05-10 04:00:00+00:00,197.419,198.85,192.77,197.18,41219893,324327,196.050767,AAPL
2019-05-13 04:00:00+00:00,187.71,189.48,182.85,185.72,57430931,458559,186.751276,AAPL
2019-05-14 04:00:00+00:00,186.41,189.7,185.41,188.66,36529998,273848,187.97654,AAPL
2019-05-15 04:00:00+00:00,186.27,191.75,186.02,190.92,26544772,214962,189.739193,AAPL
2019-05-16 04:00:00+00:00,189.9,192.4689,188.84,190.08,33056364,227815,190.432742,AAPL
2019-05-17 04:00:00+00:00,186.93,190.9,186.76,189.0,32883036,231412,188.905135,AAPL
2019-05-20 04:00:00+00:00,183.52,184.349,180.2839,183.09,38737576,290348,182.735109,AAPL
2019-05-21 04:00:00+00:00,185.22,188.0,184.7,186.6,28519035,191748,186.742916,AAPL
2019-05-22 04:00:00+00:00,184.66,185.71,182.55,182.78,29770156,213840,183.700436,AAPL
2019-05-23 04:00:00+00:00,179.8,180.54,177.81,179.66,36529958,266847,179.335312,AAPL
2019-05-24 04:00:00+00:00,180.31,182.14,178.62,178.97,23714691,182469,180.126875,AAPL
2019-05-28 04:00:00+00:00,178.91,180.59,177.91,178.23,27948754,190012,178.871282,AAPL
2019-05-29 04:00:00+00:00,176.42,179.35,176.0,177.38,28481265,212724,177.558183,AAPL
2019-05-30 04:00:00+00:00,177.95,179.23,176.67,178.3,21218610,165759,177.974305,AAPL
2019-05-31 04:00:00+00:00,176.23,177.99,174.99,175.07,27044670,204350,176.350435,AAPL
2019-06-03 04:00:00+00:00,175.6,177.92,170.27,173.3,40415704,306918,174.398957,AAPL
2019-06-04 04:00:00+00:00,175.44,179.83,174.52,179.64,30967980,239721,178.126175,AAPL
2019-06-05 04:00:00+00:00,184.28,184.99,181.14,182.54,29776113,239336,182.844357,AAPL
2019-06-06 04:00:00+00:00,183.08,185.47,182.1489,185.22,22526855,160318,183.980468,AAPL
2019-06-07 04:00:00+00:00,186.51,191.92,185.77,190.15,30684393,236608,189.782703,AAPL
2019-06-10 04:00:00+00:00,191.81,195.37,191.62,192.58,26221356,198725,193.303431,AAPL
2019-06-11 04:00:00+00:00,194.86,196.0,193.6,194.81,26933004,180622,194.67129,AAPL
2019-06-12 04:00:00+00:00,193.95,195.97,193.385,194.19,18253245,129979,194.587052,AAPL
2019-06-13 04:00:00+00:00,194.7,196.79,193.6,194.15,21900245,143187,195.046754,AAPL
2019-06-14 04:00:00+00:00,191.84,193.5863,190.3,192.74,18761474,144375,192.184829,AAPL
2019-06-17 04:00:00+00:00,192.9,194.96,192.17,193.89,14669321,114811,194.103315,AAPL
2019-06-18 04:00:00+00:00,196.05,200.29,195.21,198.45,26561004,213983,198.757091,AAPL
2019-06-19 04:00:00+00:00,199.69,199.88,197.31,197.87,21124500,155705,198.274395,AAPL
2019-06-20 04:00:00+00:00,200.37,200.61,198.03,199.46,22104075,168123,199.309777,AAPL
2019-06-21 04:00:00+00:00,198.8,200.85,198.15,198.78,48381066,182765,199.238009,AAPL
2019-06-24 04:00:00+00:00,198.54,200.16,198.17,198.58,18770919,132998,199.167024,AAPL
2019-06-25 04:00:00+00:00,198.55,199.26,195.29,195.57,21190719,176392,197.094734,AAPL
2019-06-26 04:00:00+00:00,197.77,200.99,197.35,199.8,26072569,203315,199.983354,AAPL
2019-06-27 04:00:00+00:00,200.29,201.57,199.57,199.74,20899992,148529,200.155093,AAPL
2019-06-28 04:00:00+00:00,198.68,199.495,197.05,197.92,31110642,182093,197.989221,AAPL
2019-07-01 04:00:00+00:00,203.17,204.49,200.65,201.55,27351997,236771,202.330181,AAPL
2019-07-02 04:00:00+00:00,201.41,203.1323,201.36,202.73,16945217,155947,202.32654,AAPL
2019-07-03 04:00:00+00:00,203.28,204.44,202.6901,204.41,11362045,93206,203.743345,AAPL
2019-07-05 04:00:00+00:00,203.35,205.08,202.9,204.23,17265518,161208,204.236555,AAPL
2019-07-08 04:00:00+00:00,200.81,201.4,198.41,200.02,25362652,217564,199.782773,AAPL
2019-07-09 04:00:00+00:00,199.2,201.51,198.81,201.24,20578015,170459,200.578316,AAPL
2019-07-10 04:00:00+00:00,201.85,203.73,201.56,203.23,17897309,148883,203.071686,AAPL
2019-07-11 04:00:00+00:00,203.31,204.39,201.71,201.75,20195795,155464,203.047383,AAPL
2019-07-12 04:00:00+00:00,202.45,204.0,202.2,203.3,17598953,145631,203.413075,AAPL
2019-07-15 04:00:00+00:00,204.06,205.87,204.0,205.21,16948420,138131,205.016937,AAPL
2019-07-16 04:00:00+00:00,204.59,206.11,203.5,204.5,16866853,137721,204.735061,AAPL
2019-07-17 04:00:00+00:00,204.05,205.0915,203.27,203.35,14107779,109620,204.208618,AAPL
2019-07-18 04:00:00+00:00,204.0,205.88,203.7,205.66,18582235,143291,205.081276,AAPL
2019-07-19 04:00:00+00:00,205.79,206.5,202.36,202.59,20929307,156565,204.258929,AAPL
2019-07-22 04:00:00+00:00,203.65,207.23,203.61,207.22,22284954,166040,206.182407,AAPL
2019-07-23 04:00:00+00:00,208.46,208.91,207.29,208.84,18655280,138006,208.125849,AAPL
2019-07-24 04:00:00+00:00,207.67,209.15,207.17,208.67,14991737,114746,208.24574,AAPL
2019-07-25 04:00:00+00:00,208.89,209.24,206.73,207.02,13909671,123732,207.758646,AAPL
2019-07-26 04:00:00+00:00,207.48,209.73,207.14,207.74,17655626,136953,208.196327,AAPL
2019-07-29 04:00:00+00:00,208.47,210.64,208.44,209.68,21673759,176161,209.848142,AAPL
2019-07-30 04:00:00+00:00,208.76,210.16,207.31,208.78,33946830,267609,210.025685,AAPL
2019-07-31 04:00:00+00:00,216.42,221.37,211.3,213.04,69281704,528878,217.144984,AAPL
2019-08-01 04:00:00+00:00,213.9,218.03,206.7435,208.43,54328234,452277,212.212901,AAPL
2019-08-02 04:00:00+00:00,205.53,206.43,201.63,204.02,40862969,344868,203.906676,AAPL
2019-08-05 04:00:00+00:00,197.99,198.649,192.58,193.34,52393619,471612,194.631178,AAPL
2019-08-06 04:00:00+00:00,196.31,198.067,194.04,197.0,35825117,282303,196.278511,AAPL
2019-08-07 04:00:00+00:00,195.41,199.56,193.82,199.04,33364600,277446,197.155477,AAPL
2019-08-08 04:00:00+00:00,200.2,203.53,199.39,203.43,27009925,245167,201.918277,AAPL
2019-08-09 04:00:00+00:00,201.3,202.76,199.29,200.99,24619846,193224,201.215626,AAPL
2019-08-12 04:00:00+00:00,199.62,202.0516,199.15,200.48,22482144,181416,200.812677,AAPL
2019-08-13 04:00:00+00:00,201.02,212.14,200.48,200.48,47546780,377974,208.630009,AAPL
2019-08-14 04:00:00+00:00,203.16,206.44,202.5869,202.75,36547582,292724,203.914576,AAPL
2019-08-15 04:00:00+00:00,203.46,205.14,199.67,201.74,27887230,246498,202.06248,AAPL
2019-08-16 04:00:00+00:00,204.28,207.16,203.84,206.5,28813694,221218,205.905721,AAPL
2019-08-19 04:00:00+00:00,210.62,212.7307,210.025,210.35,24457346,183027,211.441085,AAPL
2019-08-20 04:00:00+00:00,210.88,213.35,210.32,210.36,26919866,175165,211.495556,AAPL
2019-08-21 04:00:00+00:00,212.99,213.65,211.6032,212.64,21564761,168035,212.864595,AAPL
2019-08-22 04:00:00+00:00,213.19,214.435,210.75,212.46,22268009,171709,212.656955,AAPL
2019-08-23 04:00:00+00:00,209.43,212.051,201.0,202.64,46881273,388235,205.169579,AAPL
2019-08-26 04:00:00+00:00,205.86,207.19,205.0573,206.49,26067041,201507,206.173547,AAPL
2019-08-27 04:00:00+00:00,207.86,208.55,203.53,204.16,25897644,183067,205.172655,AAPL
2019-08-28 04:00:00+00:00,204.1,205.72,203.32,205.53,15951632,139862,204.929324,AAPL
2019-08-29 04:00:00+00:00,208.5,209.32,206.655,209.01,21007830,168016,208.520796,AAPL
2019-08-30 04:00:00+00:00,210.16,210.45,207.2,208.49,21162761,159898,208.449391,AAPL
2019-09-03 04:00:00+00:00,206.43,206.98,204.22,205.7,20077721,169565,205.420755,AAPL
2019-09-04 04:00:00+00:00,208.39,209.48,207.32,209.19,19748732,167060,208.621824,AAPL
2019-09-05 04:00:00+00:00,211.97,213.97,211.51,213.28,23947184,202019,212.882861,AAPL
2019-09-06 04:00:00+00:00,214.05,214.42,212.51,213.26,19362307,202796,213.342381,AAPL
2019-09-09 04:00:00+00:00,214.84,216.44,211.07,214.17,27309652,298883,214.91947,AAPL
2019-09-10 04:00:00+00:00,213.86,216.78,211.71,216.7,31778080,349291,214.439013,AAPL
2019-09-11 04:00:00+00:00,218.07,223.71,217.73,223.59,44291011,413161,221.464633,AAPL
2019-09-12 04:00:00+00:00,224.8,226.42,222.86,223.085,32226691,295049,224.613686,AAPL
2019-09-13 04:00:00+00:00,220.0,220.79,217.02,218.75,39765730,481846,218.906556,AAPL
2019-09-16 04:00:00+00:00,217.73,220.13,217.56,219.9,21162490,241290,219.34333,AAPL
2019-09-17 04:00:00+00:00,219.96,220.82,219.12,220.7,18387278,154466,220.082025,AAPL
2019-09-18 04:00:00+00:00,221.06,222.85,219.44,222.77,25643126,214155,221.634117,AAPL
2019-09-19 04:00:00+00:00,222.01,223.76,220.37,220.96,22187876,197540,221.911168,AAPL
2019-09-20 04:00:00+00:00,221.38,222.56,217.473,217.73,57992721,310379,219.155619,AAPL
2019-09-23 04:00:00+00:00,218.95,219.84,217.65,218.72,19446682,211009,218.840683,AAPL
2019-09-24 04:00:00+00:00,221.03,222.49,217.19,217.68,31437486,357166,219.268295,AAPL
2019-09-25 04:00:00+00:00,218.5,221.5,217.1402,221.03,22539343,270828,219.97114,AAPL
2019-09-26 04:00:00+00:00,220.0,220.94,218.83,219.89,19088347,236631,219.879895,AAPL
2019-09-27 04:00:00+00:00,220.54,220.96,217.2814,218.82,25361491,312401,219.045347,AAPL
2019-09-30 04:00:00+00:00,220.9,224.58,220.79,223.97,26447830,281992,223.146539,AAPL
