timestamp,open,high,low,close,volume,trade_count,vwap,symbol
2019-10-01 04:00:00+00:00,225.07,228.22,224.2,224.59,36187699,416946,225.928467,AAPL
2019-10-02 04:00:00+00:00,223.06,223.58,217.93,218.96,35767402,450384,219.786825,AAPL
2019-10-03 04:00:00+00:00,218.43,220.96,215.132,220.82,30352687,363654,218.902955,AAPL
2019-10-04 04:00:00+00:00,225.64,227.49,223.89,227.01,34763633,312656,225.894673,AAPL
2019-10-07 04:00:00+00:00,226.27,229.93,225.84,227.06,30889371,322412,228.094887,AAPL
2019-10-08 04:00:00+00:00,225.82,228.06,224.33,224.4,29283812,351143,225.89977,AAPL
2019-10-09 04:00:00+00:00,227.03,227.79,225.64,227.03,19029427,206601,226.766231,AAPL
2019-10-10 04:00:00+00:00,227.93,230.44,227.3,230.09,28965449,308887,229.620143,AAPL
2019-10-11 04:00:00+00:00,232.95,237.64,232.3075,236.21,41995169,400889,235.147072,AAPL
2019-10-14 04:00:00+00:00,234.9,238.1342,234.6701,235.87,24413805,218857,236.676086,AAPL
2019-10-15 04:00:00+00:00,236.39,237.65,234.88,235.32,23043036,205015,236.022725,AAPL
2019-10-16 04:00:00+00:00,233.37,235.24,233.2,234.37,19286711,196482,234.180076,AAPL
2019-10-17 04:00:00+00:00,235.09,236.15,233.52,235.28,17273310,179993,234.906433,AAPL
2019-10-18 04:00:00+00:00,234.59,237.58,234.29,236.41,24377166,205169,235.844002,AAPL
2019-10-21 04:00:00+00:00,237.52,240.99,237.32,240.51,22368389,195968,240.059505,AAPL
2019-10-22 04:00:00+00:00,241.16,242.2,239.6218,239.96,22726092,180737,241.005756,AAPL
2019-10-23 04:00:00+00:00,242.1,243.24,241.22,243.18,19934973,156387,242.464265,AAPL
2019-10-24 04:00:00+00:00,244.51,244.8,241.805,243.58,17985373,144678,243.055956,AAPL
2019-10-25 04:00:00+00:00,243.16,246.73,242.88,246.58,18369484,142578,245.227299,AAPL
2019-10-28 04:00:00+00:00,247.42,249.25,246.72,249.05,24501970,190486,248.345261,AAPL
2019-10-29 04:00:00+00:00,248.97,249.75,242.57,243.29,35709046,280996,244.804107,AAPL
2019-10-30 04:00:00+00:00,244.76,245.3,241.21,243.26,31146184,267211,243.566768,AAPL
2019-10-31 04:00:00+00:00,247.24,249.17,237.26,248.76,34793263,272747,247.848008,AAPL
2019-11-01 04:00:00+00:00,249.54,255.93,249.16,255.82,38291484,279598,253.152825,AAPL
2019-11-04 05:00:00+00:00,257.33,257.845,255.38,257.5,25818128,204391,256.919418,AAPL
2019-11-05 05:00:00+00:00,257.05,258.19,256.32,257.13,19974527,162281,257.435429,AAPL
2019-11-06 05:00:00+00:00,256.77,257.49,255.365,257.24,18966124,154820,256.65109,AAPL
2019-11-07 05:00:00+00:00,258.74,260.35,258.11,259.43,23737458,187669,259.293316,AAPL
2019-11-08 05:00:00+00:00,258.69,260.44,256.85,260.14,17521032,139073,258.950038,AAPL
2019-11-11 05:00:00+00:00,258.3,262.47,258.28,262.2,21157820,154650,260.806458,AAPL
2019-11-12 05:00:00+00:00,261.55,262.79,260.92,261.96,21893919,170377,261.91678,AAPL
2019-11-13 05:00:00+00:00,261.13,264.78,261.07,264.47,25893195,203766,263.583043,AAPL
2019-11-14 05:00:00+00:00,263.87,264.88,262.1,262.64,22406364,200432,263.296811,AAPL
2019-11-15 05:00:00+00:00,263.68,265.78,263.01,265.76,25093668,178690,264.584813,AAPL
2019-11-18 05:00:00+00:00,265.8,267.43,264.23,267.1,21701025,172421,266.180855,AAPL
2019-11-19 05:00:00+00:00,267.9,268.0,265.3926,266.29,19069747,136077,266.52816,AAPL
2019-11-20 05:00:00+00:00,265.54,266.083,260.4,263.19,26611270,206435,263.220518,AAPL
2019-11-21 05:00:00+00:00,263.69,264.005,261.18,262.01,30398778,162666,262.274268,AAPL
2019-11-22 05:00:00+00:00,262.59,263.18,260.84,261.78,16332142,133448,261.916141,AAPL
2019-11-25 05:00:00+00:00,262.71,266.44,262.52,266.37,21029622,129648,265.410285,AAPL
2019-11-26 05:00:00+00:00,266.94,267.16,262.5,264.29,26350501,135758,265.315032,AAPL
2019-11-27 05:00:00+00:00,265.58,267.98,265.31,267.84,16386141,120481,266.658696,AAPL
2019-11-29 05:00:00+00:00,266.6,268.0,265.9,267.25,11654412,75131,267.320992,AAPL
2019-12-02 05:00:00+00:00,267.27,268.25,263.45,264.16,23694290,173140,265.079806,AAPL
2019-12-03 05:00:00+00:00,258.31,259.53,256.29,259.45,29378201,245827,258.095701,AAPL
2019-12-04 05:00:00+00:00,261.07,263.31,260.68,261.74,16810425,141700,262.051357,AAPL
2019-12-05 05:00:00+00:00,263.79,265.89,262.73,265.58,18876405,142925,264.614423,AAPL
2019-12-06 05:00:00+00:00,267.48,271.0,267.3,270.71,26549152,192713,269.872328,AAPL
2019-12-09 05:00:00+00:00,270.0,270.8,264.91,266.92,32182977,220545,267.230423,AAPL
2019-12-10 05:00:00+00:00,268.6,270.07,265.86,268.48,22632883,180827,268.669105,AAPL
2019-12-11 05:00:00+00:00,268.81,271.1,268.5,270.77,19723971,139868,270.250939,AAPL
2019-12-12 05:00:00+00:00,267.78,272.5599,267.321,271.46,34437758,261551,270.189455,AAPL
2019-12-13 05:00:00+00:00,271.46,275.3,270.93,275.15,33432869,253686,273.910819,AAPL
2019-12-16 05:00:00+00:00,277.0,280.79,276.98,279.86,32081183,203145,279.679857,AAPL
2019-12-17 05:00:00+00:00,279.57,281.77,278.8,280.41,29027049,195570,280.628218,AAPL
2019-12-18 05:00:00+00:00,279.8,281.9,279.12,279.74,29024753,181289,280.279517,AAPL
2019-12-19 05:00:00+00:00,279.5,281.18,278.95,280.02,24627072,161579,279.878762,AAPL
2019-12-20 05:00:00+00:00,282.23,282.65,278.56,279.44,69032964,214247,280.171155,AAPL
2019-12-23 05:00:00+00:00,280.53,284.25,280.3735,284.0,24671853,169956,283.203397,AAPL
2019-12-24 05:00:00+00:00,284.69,284.89,282.9197,284.27,12119894,82671,284.081323,AAPL
2019-12-26 05:00:00+00:00,284.82,289.98,284.7,289.91,23335464,170223,288.14379,AAPL
2019-12-27 05:00:00+00:00,291.12,293.97,288.12,289.8,36593433,263599,290.774128,AAPL
2019-12-30 05:00:00+00:00,289.46,292.69,285.22,291.52,36450173,264196,289.919974,AAPL
2019-12-31 05:00:00+00:00,289.93,293.68,289.52,293.65,25589060,185423,292.381271,AAPL
2020-01-02 05:00:00+00:00,296.24,300.6,295.19,300.35,33912668,283487,298.439523,AAPL
2020-01-03 05:00:00+00:00,297.15,300.58,296.5,297.43,36633895,280941,298.810385,AAPL
2020-01-06 05:00:00+00:00,293.79,299.96,292.75,299.8,29644774,242866,297.799601,AAPL
2020-01-07 05:00:00+00:00,299.84,300.9,297.48,298.39,27877668,227869,298.924297,AAPL
2020-01-08 05:00:00+00:00,297.16,304.4399,297.156,303.19,33090947,261771,301.165488,AAPL
2020-01-09 05:00:00+00:00,307.235,310.43,306.2,309.63,42623256,328752,308.643813,AAPL
2020-01-10 05:00:00+00:00,310.6,312.67,308.25,310.33,35217292,294843,310.691512,AAPL
2020-01-13 05:00:00+00:00,311.64,317.07,311.15,316.96,30521853,254953,313.682185,AAPL
2020-01-14 05:00:00+00:00,316.7,317.57,312.17,312.68,40653457,342959,314.76852,AAPL
2020-01-15 05:00:00+00:00,311.85,315.5,309.55,311.34,30480932,264904,312.983676,AAPL
2020-01-16 05:00:00+00:00,313.59,315.7,312.09,315.24,27634774,207424,314.173055,AAPL
2020-01-17 05:00:00+00:00,316.27,318.74,315.0,318.73,34454117,238615,316.954178,AAPL
2020-01-21 05:00:00+00:00,317.19,319.02,316.0,316.57,27710814,208932,317.345215,AAPL
2020-01-22 05:00:00+00:00,318.58,319.99,317.31,317.7,25458115,208306,318.486874,AAPL
2020-01-23 05:00:00+00:00,317.92,319.56,315.65,319.23,26118153,197085,318.209448,AAPL
2020-01-24 05:00:00+00:00,320.25,323.33,317.5188,318.31,36634380,296490,320.407639,AAPL
2020-01-27 05:00:00+00:00,310.06,311.77,304.88,308.95,40488192,380403,309.694565,AAPL
2020-01-28 05:00:00+00:00,312.6,318.4,312.19,317.69,40559093,353624,317.061549,AAPL
2020-01-29 05:00:00+00:00,324.45,327.85,321.38,324.34,54149990,464163,325.460044,AAPL
2020-01-30 05:00:00+00:00,320.5435,324.09,318.75,323.87,31685808,280546,321.675461,AAPL
2020-01-31 05:00:00+00:00,320.93,322.68,308.29,309.51,49897120,484155,314.015477,AAPL
2020-02-03 05:00:00+00:00,304.3,313.49,302.22,308.66,43497982,405206,309.094874,AAPL
2020-02-04 05:00:00+00:00,315.31,319.64,313.6345,318.85,34154135,288065,317.466289,AAPL
2020-02-05 05:00:00+00:00,323.52,324.76,318.95,321.45,29706997,269729,321.49016,AAPL
2020-02-06 05:00:00+00:00,322.57,325.22,320.2648,325.21,26357211,215449,323.30997,AAPL
2020-02-07 05:00:00+00:00,322.37,323.4,318.0,320.03,29421351,261926,321.021657,AAPL
2020-02-10 05:00:00+00:00,314.18,321.55,313.85,321.55,27338715,234129,319.171177,AAPL
2020-02-11 05:00:00+00:00,323.6,323.9,318.71,319.61,23580783,230345,321.388184,AAPL
2020-02-12 05:00:00+00:00,321.47,327.22,321.47,327.2,28432974,244873,324.79885,AAPL
2020-02-13 05:00:00+00:00,324.38,326.22,323.35,324.87,23687039,216969,324.99852,AAPL
2020-02-14 05:00:00+00:00,324.74,325.98,322.85,324.95,20028499,176170,324.627372,AAPL
2020-02-18 05:00:00+00:00,315.36,319.75,314.61,319.0,38193294,365784,317.354462,AAPL
2020-02-19 05:00:00+00:00,320.0,324.57,320.0,323.62,23496012,205434,323.18847,AAPL
2020-02-20 05:00:00+00:00,322.63,324.65,318.21,320.3,25141489,243574,321.127033,AAPL
2020-02-21 05:00:00+00:00,318.62,320.45,310.5,313.05,32426415,323163,314.536221,AAPL
2020-02-24 05:00:00+00:00,297.26,304.18,289.23,298.18,55651329,586883,299.479489,AAPL
2020-02-25 05:00:00+00:00,300.95,302.53,286.13,288.08,57669973,624802,293.221213,AAPL
2020-02-26 05:00:00+00:00,286.53,297.88,286.5,292.65,49679452,494241,292.894806,AAPL
2020-02-27 05:00:00+00:00,281.1,286.0,272.96,273.52,80151469,811083,279.786972,AAPL
2020-02-28 05:00:00+00:00,257.26,278.41,256.37,273.36,106723793,1118312,267.027512,AAPL
2020-03-02 05:00:00+00:00,282.28,301.44,277.72,298.81,85367181,851001,288.675585,AAPL
2020-03-03 05:00:00+00:00,303.67,304.0,285.8,289.17,79877575,841737,294.442823,AAPL
2020-03-04 05:00:00+00:00,296.44,303.4,293.13,302.74,54794640,506989,298.23373,AAPL
2020-03-05 05:00:00+00:00,295.52,299.55,291.41,292.92,46894152,433281,295.296732,AAPL
2020-03-06 05:00:00+00:00,282.0,290.82,281.23,288.95,56544247,551658,285.785901,AAPL
2020-03-09 04:00:00+00:00,263.75,278.09,263.0,266.17,71686236,733183,271.599245,AAPL
2020-03-10 04:00:00+00:00,277.14,286.44,269.37,285.34,71365933,696322,277.855957,AAPL
2020-03-11 04:00:00+00:00,277.39,281.22,271.86,275.43,64094970,587138,276.41429,AAPL
2020-03-12 04:00:00+00:00,255.94,270.0,248.0,248.23,104618759,1085539,255.308731,AAPL
2020-03-13 04:00:00+00:00,264.89,279.92,252.95,277.97,92703716,938024,262.934322,AAPL
2020-03-16 04:00:00+00:00,241.95,259.08,240.0,242.21,80686652,826438,250.465928,AAPL
2020-03-17 04:00:00+00:00,247.51,257.61,238.4,252.63,81016480,825900,249.939092,AAPL
2020-03-18 04:00:00+00:00,239.77,250.0,237.12,246.67,75058826,757706,243.168039,AAPL
2020-03-19 04:00:00+00:00,247.385,252.84,242.61,244.78,67986803,662844,247.600088,AAPL
2020-03-20 04:00:00+00:00,247.18,251.83,228.0,229.24,100425982,862654,240.85046,AAPL
2020-03-23 04:00:00+00:00,228.08,228.4997,212.61,224.37,84241836,838637,221.41003,AAPL
2020-03-24 04:00:00+00:00,236.36,247.69,234.3,246.6,71889077,692495,241.323314,AAPL
2020-03-25 04:00:00+00:00,250.75,258.25,244.3,245.52,75900961,755735,251.72381,AAPL
2020-03-26 04:00:00+00:00,246.52,258.68,246.36,258.46,63140443,584618,252.775971,AAPL
2020-03-27 04:00:00+00:00,252.75,255.87,247.05,247.74,51054153,490477,250.812407,AAPL
2020-03-30 04:00:00+00:00,250.74,255.52,249.4,254.81,41994473,371748,252.685143,AAPL
2020-03-31 04:00:00+00:00,255.6,262.49,252.0,254.29,49300536,405384,256.431002,AAPL
2020-04-01 04:00:00+00:00,246.5,248.72,239.13,240.91,44054638,460606,243.91217,AAPL
2020-04-02 04:00:00+00:00,240.34,245.15,236.9,244.93,41491155,380298,241.578107,AAPL
2020-04-03 04:00:00+00:00,242.8,245.7,238.9741,241.41,32470018,293700,241.806017,AAPL
2020-04-06 04:00:00+00:00,250.9,263.11,249.38,262.47,50455302,486684,256.156559,AAPL
2020-04-07 04:00:00+00:00,270.8,271.7,259.0,259.43,50721922,467377,264.565236,AAPL
2020-04-08 04:00:00+00:00,262.74,267.37,261.23,266.07,42224138,391253,264.7573,AAPL
2020-04-09 04:00:00+00:00,268.7,270.07,264.7,267.99,40529173,415871,267.229535,AAPL
2020-04-13 04:00:00+00:00,268.31,273.7,265.83,273.25,32755891,343835,269.445519,AAPL
2020-04-14 04:00:00+00:00,280.0,288.25,278.05,287.05,48748676,476984,285.145616,AAPL
2020-04-15 04:00:00+00:00,282.4,286.33,280.63,284.43,32791545,312187,283.705439,AAPL
2020-04-16 04:00:00+00:00,287.38,288.1975,282.3502,286.69,39281320,377057,285.785522,AAPL
2020-04-17 04:00:00+00:00,284.69,286.945,276.86,282.8,53813429,571199,281.616158,AAPL
2020-04-20 04:00:00+00:00,277.95,281.68,276.85,276.93,32503809,357161,279.01183,AAPL
2020-04-21 04:00:00+00:00,276.28,277.25,265.43,268.37,45247895,530769,269.737313,AAPL
2020-04-22 04:00:00+00:00,273.61,277.9,272.2,275.76,29264342,287132,275.017115,AAPL
2020-04-23 04:00:00+00:00,275.87,281.75,274.87,275.03,31204371,318319,277.882182,AAPL
2020-04-24 04:00:00+00:00,277.2,283.01,277.0,282.97,31627192,306177,280.385653,AAPL
2020-04-27 04:00:00+00:00,281.8,284.54,279.95,283.17,29271995,300774,282.353254,AAPL
2020-04-28 04:00:00+00:00,285.08,285.83,278.2,278.58,28001187,285384,281.623834,AAPL
2020-04-29 04:00:00+00:00,284.73,289.67,283.89,287.73,34320204,324890,287.40464,AAPL
2020-04-30 04:00:00+00:00,289.96,294.53,288.35,293.949,45766764,471132,291.675502,AAPL
2020-05-01 04:00:00+00:00,286.25,299.0,285.85,289.07,60154613,558325,292.592361,AAPL
